delivery_distance,order_value,traffic_severity,weather_severity,is_small_basket,is_long_distance,delivery_friction_index,delivery_delay
11.99,31.86,2,2,1,1,2.0,-0.52
10.38,40.53,3,4,1,1,3.5,-7.13
2.1,13.3,3,1,1,0,2.0,6.14
14.58,34.12,1,4,1,1,2.5,-8.09
9.31,25.14,1,2,1,0,1.5,-7.29
9.45,41.3,3,4,1,0,3.5,13.79
13.9,46.87,3,1,1,1,2.0,5.01
3.93,5.44,1,4,1,0,2.5,4.36
3.25,43.7,2,2,1,0,2.0,17.19
12.96,47.1,2,2,1,1,2.0,11.05
2.19,37.12,1,4,1,0,2.5,-5.73
5.93,33.01,3,4,1,0,3.5,-7.28
7.52,26.93,2,1,1,0,1.5,1.23
14.9,39.01,1,1,1,1,1.0,8.42
10.29,29.49,3,1,1,1,2.0,3.35
2.04,44.41,1,1,1,0,1.0,-7.41
8.26,17.42,1,4,1,0,2.5,0.81
12.53,29.22,2,1,1,1,1.5,-6.44
9.94,48.46,3,4,1,0,3.5,13.67
3.04,47.6,3,2,1,0,2.5,3.86
9.72,48.06,2,2,1,0,2.0,8.79
5.77,22.56,1,4,1,0,2.5,15.21
6.05,17.86,3,4,1,0,3.5,-5.37
11.05,43.66,1,2,1,1,1.5,12.15
4.85,44.94,2,1,1,0,1.5,-5.9
11.2,44.66,2,4,1,1,3.0,3.83
4.88,47.03,1,4,1,0,2.5,6.05
11.84,47.05,1,2,1,1,1.5,12.92
5.57,29.51,1,2,1,0,1.5,-0.06
10.54,33.41,3,1,1,1,2.0,-4.42
9.08,26.79,2,2,1,0,2.0,-9.83
9.75,45.38,2,2,1,0,2.0,-8.99
10.21,31.21,1,1,1,1,1.0,-5.11
5.03,7.46,3,4,1,0,3.5,5.51
9.6,15.0,3,1,1,0,2.0,-2.31
5.62,7.74,2,2,1,0,2.0,-2.82
2.58,37.89,3,1,1,0,2.0,18.99
14.61,22.08,3,1,1,1,2.0,8.18
10.56,32.63,2,2,1,1,2.0,-5.6
14.68,8.28,1,1,1,1,1.0,2.4
7.85,7.64,3,1,1,0,2.0,9.07
6.52,38.09,2,4,1,0,3.0,10.41
6.06,37.22,3,4,1,0,3.5,-1.39
9.99,22.54,3,4,1,0,3.5,8.7
4.52,19.82,2,4,1,0,3.0,-2.77
10.32,7.42,1,2,1,1,1.5,0.21
12.26,28.12,2,4,1,1,3.0,3.05
10.09,29.07,2,4,1,1,3.0,15.62
7.79,30.1,2,2,1,0,2.0,3.07
9.63,33.69,3,1,1,0,2.0,-9.18
14.28,24.24,3,2,1,1,2.5,-0.01
10.57,43.41,3,2,1,1,2.5,-3.76
11.7,11.7,2,1,1,1,1.5,13.22
2.8,45.38,3,2,1,0,2.5,8.11
5.79,41.29,1,4,1,0,2.5,-3.16
13.88,31.26,2,2,1,1,2.0,2.86
8.38,7.21,2,2,1,0,2.0,18.6
14.15,44.78,3,2,1,1,2.5,3.42
13.69,43.62,1,2,1,1,1.5,12.56
7.77,27.03,1,4,1,0,2.5,17.46
9.79,6.03,1,1,1,0,1.0,1.18
7.58,21.4,1,2,1,0,1.5,8.62
8.45,30.72,1,1,1,0,1.0,9.58
3.71,24.57,3,4,1,0,3.5,9.07
9.7,27.18,3,1,1,0,2.0,4.16
9.61,45.19,1,2,1,0,1.5,4.65
6.84,16.84,3,4,1,0,3.5,4.26
6.72,19.1,3,4,1,0,3.5,3.46
5.78,13.78,2,1,1,0,1.5,-9.04
11.74,32.18,2,2,1,1,2.0,19.26
9.5,44.45,1,1,1,0,1.0,14.67
14.78,13.83,3,1,1,1,2.0,15.86
9.97,41.95,1,1,1,0,1.0,1.31
12.44,28.87,2,1,1,1,1.5,-7.98
6.55,29.82,3,4,1,0,3.5,-3.91
4.51,47.44,1,2,1,0,1.5,4.99
10.01,28.06,3,1,1,1,2.0,-9.94
9.13,19.52,1,1,1,0,1.0,14.75
6.56,25.96,2,2,1,0,2.0,10.74
14.0,20.56,1,1,1,1,1.0,5.84
12.13,38.97,3,1,1,1,2.0,3.33
5.8,21.84,2,2,1,0,2.0,-4.19
9.11,17.68,3,4,1,0,3.5,-5.46
3.26,15.63,3,1,1,0,2.0,-1.36
2.96,33.55,3,4,1,0,3.5,-6.3
3.48,12.23,1,4,1,0,2.5,3.79
2.12,33.18,3,2,1,0,2.5,10.66
2.37,14.94,1,2,1,0,1.5,-5.8
11.84,31.4,3,2,1,1,2.5,-5.84
11.92,41.41,1,1,1,1,1.0,0.28
9.72,12.41,2,2,1,0,2.0,13.74
9.08,27.84,2,2,1,0,2.0,1.73
3.16,45.07,1,4,1,0,2.5,-8.27
2.89,40.43,1,2,1,0,1.5,-4.56
2.49,27.3,1,4,1,0,2.5,10.64
3.33,37.72,2,4,1,0,3.0,8.59
7.11,13.77,1,4,1,0,2.5,-1.93
9.69,6.35,2,2,1,0,2.0,19.18
13.76,24.15,1,1,1,1,1.0,-3.85
9.43,49.44,1,1,1,0,1.0,4.99
14.96,27.74,2,1,1,1,1.5,-3.4
4.34,5.48,2,4,1,0,3.0,-6.68
4.56,23.3,2,1,1,0,1.5,18.7
12.75,31.89,2,4,1,1,3.0,7.67
10.58,47.4,3,4,1,1,3.5,10.56
5.99,38.82,2,4,1,0,3.0,5.38
10.21,32.98,1,4,1,1,2.5,16.49
4.81,22.41,2,1,1,0,1.5,13.64
14.2,12.64,1,1,1,1,1.0,-0.71
2.12,24.16,1,1,1,0,1.0,7.37
4.54,27.58,1,2,1,0,1.5,-1.79
9.52,23.97,1,4,1,0,2.5,-1.57
8.6,24.35,3,1,1,0,2.0,16.29
11.89,24.3,2,4,1,1,3.0,-2.12
2.21,17.88,3,2,1,0,2.5,-2.17
8.49,47.87,3,2,1,0,2.5,20.0
7.78,6.1,2,4,1,0,3.0,9.57
10.44,8.52,1,1,1,1,1.0,6.41
11.58,13.77,3,1,1,1,2.0,-2.61
2.69,12.15,1,2,1,0,1.5,11.0
9.71,28.4,3,4,1,0,3.5,16.97
10.58,36.53,1,1,1,1,1.0,-0.61
9.77,16.48,3,2,1,0,2.5,3.35
4.55,33.02,3,1,1,0,2.0,11.67
8.76,30.67,3,4,1,0,3.5,5.92
13.75,12.43,3,1,1,1,2.0,8.8
8.92,28.14,3,2,1,0,2.5,-6.24
6.91,40.11,2,1,1,0,1.5,-8.64
8.17,46.73,1,4,1,0,2.5,3.43
12.76,20.86,2,4,1,1,3.0,12.51
7.93,24.79,2,4,1,0,3.0,-7.05
2.34,35.67,1,1,1,0,1.0,-7.07
6.86,24.83,1,2,1,0,1.5,1.58
2.91,5.07,2,4,1,0,3.0,9.56
2.7,26.11,3,2,1,0,2.5,7.59
3.05,48.34,2,4,1,0,3.0,12.94
3.72,38.54,3,4,1,0,3.5,19.88
13.83,10.68,1,4,1,1,2.5,-8.96
4.52,30.79,2,4,1,0,3.0,-9.93
13.55,27.02,1,1,1,1,1.0,1.94
12.05,44.99,3,4,1,1,3.5,14.48
7.5,40.88,3,2,1,0,2.5,16.39
6.01,37.62,3,4,1,0,3.5,2.61
14.2,36.67,2,4,1,1,3.0,-1.32
6.28,20.62,1,4,1,0,2.5,16.38
2.23,21.43,2,2,1,0,2.0,-5.44
10.98,31.5,3,4,1,1,3.5,8.01
9.22,30.44,1,1,1,0,1.0,16.62
4.21,24.61,1,2,1,0,1.5,5.52
10.12,49.19,1,2,1,1,1.5,11.74
5.89,33.67,3,4,1,0,3.5,12.9
7.57,32.39,1,1,1,0,1.0,3.89
11.8,20.99,2,4,1,1,3.0,2.66
4.06,32.44,3,1,1,0,2.0,5.63
2.23,28.44,1,2,1,0,1.5,14.77
6.36,32.35,2,2,1,0,2.0,-6.92
11.87,9.49,1,4,1,1,2.5,-2.62
8.9,13.94,2,1,1,0,1.5,-9.82
12.5,21.58,1,2,1,1,1.5,4.58
4.92,8.2,2,2,1,0,2.0,3.54
6.3,15.47,2,2,1,0,2.0,12.55
7.96,44.75,3,4,1,0,3.5,-1.72
7.35,14.0,2,4,1,0,3.0,7.43
5.84,49.35,2,2,1,0,2.0,-3.41
8.39,8.13,1,2,1,0,1.5,11.99
3.93,12.31,1,2,1,0,1.5,15.73
11.99,23.67,2,1,1,1,1.5,-0.65
6.24,43.29,2,2,1,0,2.0,-3.8
12.95,31.17,1,1,1,1,1.0,-1.21
12.15,16.16,1,4,1,1,2.5,17.27
11.11,18.15,1,1,1,1,1.0,19.04
13.21,49.29,2,1,1,1,1.5,12.31
8.3,17.05,2,4,1,0,3.0,19.61
8.49,17.2,3,2,1,0,2.5,17.96
5.54,24.32,3,2,1,0,2.5,2.25
6.75,47.36,3,2,1,0,2.5,4.09
7.58,11.86,3,1,1,0,2.0,-0.26
3.23,32.69,3,2,1,0,2.5,-3.47
14.1,34.15,2,1,1,1,1.5,19.19
7.28,18.88,3,2,1,0,2.5,18.24
9.84,16.13,2,4,1,0,3.0,-6.79
9.78,38.49,1,1,1,0,1.0,-8.93
10.73,24.89,1,4,1,1,2.5,-4.4
6.89,5.51,1,1,1,0,1.0,14.43
3.08,23.08,2,4,1,0,3.0,16.88
2.79,28.24,3,1,1,0,2.0,-7.8
3.6,25.14,1,1,1,0,1.0,7.4
4.49,23.25,2,2,1,0,2.0,19.63
2.58,11.44,2,4,1,0,3.0,11.13
11.48,20.47,2,2,1,1,2.0,6.87
9.49,36.17,2,2,1,0,2.0,19.51
5.18,26.78,3,1,1,0,2.0,11.51
6.74,37.85,1,1,1,0,1.0,10.03
9.56,46.11,3,2,1,0,2.5,10.25
8.1,35.23,1,2,1,0,1.5,8.6
6.27,12.27,1,2,1,0,1.5,-0.36
12.43,49.07,2,1,1,1,1.5,4.07
10.5,21.92,1,2,1,1,1.5,-5.33
10.2,27.18,1,2,1,1,1.5,18.99
6.3,31.51,2,4,1,0,3.0,2.38
8.18,43.66,2,2,1,0,2.0,-2.62
6.28,27.39,1,4,1,0,2.5,6.62
11.46,11.1,3,1,1,1,2.0,5.0
12.99,12.76,2,2,1,1,2.0,0.09
9.01,34.6,1,2,1,0,1.5,2.92
8.16,24.47,1,4,1,0,2.5,15.97
3.54,23.05,2,2,1,0,2.0,16.41
14.68,48.12,2,1,1,1,1.5,-0.72
5.98,28.17,3,4,1,0,3.5,11.36
7.47,32.3,2,1,1,0,1.5,-3.64
13.05,29.94,3,4,1,1,3.5,2.26
2.45,49.89,1,1,1,0,1.0,-5.04
5.56,9.53,3,4,1,0,3.5,-9.26
8.82,25.48,1,1,1,0,1.0,17.27
12.98,8.8,1,2,1,1,1.5,15.48
14.01,15.85,3,4,1,1,3.5,14.94
10.78,9.53,1,1,1,1,1.0,15.3
10.91,36.4,3,2,1,1,2.5,-7.3
11.25,44.18,2,1,1,1,1.5,2.34
5.86,14.47,2,2,1,0,2.0,14.47
6.91,28.41,1,4,1,0,2.5,5.14
9.44,23.86,3,1,1,0,2.0,-3.47
5.1,14.6,1,2,1,0,1.5,13.48
7.07,14.69,3,2,1,0,2.5,-7.21
3.16,16.26,1,4,1,0,2.5,18.54
12.39,10.79,1,4,1,1,2.5,3.07
2.7,9.62,2,1,1,0,1.5,11.47
14.99,36.89,2,4,1,1,3.0,-0.11
5.68,16.03,1,2,1,0,1.5,-6.8
13.4,48.96,1,1,1,1,1.0,12.75
8.29,10.69,1,4,1,0,2.5,18.21
2.6,35.6,3,2,1,0,2.5,16.16
12.35,41.89,2,2,1,1,2.0,5.06
7.84,42.81,3,4,1,0,3.5,10.9
2.14,13.43,3,4,1,0,3.5,-7.81
12.7,29.73,2,4,1,1,3.0,-2.96
2.49,24.11,3,4,1,0,3.5,-7.22
14.87,13.54,3,1,1,1,2.0,-0.48
11.41,26.41,3,2,1,1,2.5,0.12
14.77,10.4,2,2,1,1,2.0,-0.6
6.25,29.55,2,1,1,0,1.5,6.91
5.15,25.32,3,4,1,0,3.5,-8.15
12.65,31.1,2,4,1,1,3.0,9.82
2.31,25.78,1,1,1,0,1.0,6.52
12.49,7.16,1,2,1,1,1.5,19.8
10.21,20.7,3,4,1,1,3.5,-4.46
14.31,24.51,2,4,1,1,3.0,-0.93
12.96,43.05,3,1,1,1,2.0,-1.02
8.96,13.12,1,1,1,0,1.0,15.9
7.07,49.45,2,1,1,0,1.5,6.7
7.58,45.28,3,4,1,0,3.5,3.63
4.58,27.25,2,2,1,0,2.0,4.91
10.97,18.64,1,2,1,1,1.5,15.71
2.61,38.1,2,2,1,0,2.0,-5.4
12.94,43.49,1,2,1,1,1.5,17.6
14.79,40.5,1,4,1,1,2.5,15.97
5.55,32.58,2,2,1,0,2.0,-2.71
6.61,32.89,3,4,1,0,3.5,12.94
12.69,22.86,3,2,1,1,2.5,18.07
13.59,46.02,3,4,1,1,3.5,-5.41
5.94,31.29,1,1,1,0,1.0,16.23
6.17,26.98,1,1,1,0,1.0,3.1
5.07,13.7,1,4,1,0,2.5,10.79
8.29,49.81,1,4,1,0,2.5,-4.62
12.98,18.4,2,4,1,1,3.0,2.26
9.74,31.28,2,2,1,0,2.0,-6.4
10.49,16.9,3,2,1,1,2.5,2.52
11.52,6.7,1,2,1,1,1.5,-7.65
6.81,15.92,2,1,1,0,1.5,-0.54
8.06,35.14,3,1,1,0,2.0,-4.53
2.97,25.04,2,2,1,0,2.0,3.48
12.58,8.03,2,1,1,1,1.5,-7.41
10.96,10.7,3,1,1,1,2.0,18.3
7.29,47.99,1,2,1,0,1.5,3.31
3.41,10.26,2,1,1,0,1.5,-2.22
14.88,45.84,3,4,1,1,3.5,-4.33
14.86,6.9,2,1,1,1,1.5,13.08
6.1,47.35,3,4,1,0,3.5,4.3
9.06,31.25,1,4,1,0,2.5,2.83
9.98,31.23,2,4,1,0,3.0,-0.15
10.69,46.57,3,2,1,1,2.5,13.05
9.78,17.88,3,1,1,0,2.0,17.04
14.91,44.71,3,4,1,1,3.5,17.8
2.54,19.47,1,1,1,0,1.0,2.9
5.68,38.47,2,2,1,0,2.0,5.76
9.83,33.09,2,2,1,0,2.0,-7.38
6.91,24.91,1,4,1,0,2.5,19.48
5.36,18.66,3,1,1,0,2.0,4.86
13.15,11.13,2,4,1,1,3.0,4.57
11.14,18.31,1,1,1,1,1.0,5.9
13.33,5.1,3,2,1,1,2.5,18.97
7.36,10.14,2,4,1,0,3.0,-9.01
8.16,43.24,3,4,1,0,3.5,0.42
10.24,32.65,2,1,1,1,1.5,-2.36
9.52,45.01,3,2,1,0,2.5,12.9
11.13,36.7,2,4,1,1,3.0,18.52
8.92,6.57,3,2,1,0,2.5,4.33
6.07,46.84,3,2,1,0,2.5,14.25
6.83,21.72,1,2,1,0,1.5,19.01
8.88,41.66,1,1,1,0,1.0,-6.03
5.86,33.21,3,4,1,0,3.5,15.11
11.48,31.83,2,4,1,1,3.0,-7.17
13.94,11.18,3,2,1,1,2.5,16.02
4.52,5.75,1,4,1,0,2.5,16.37
11.96,16.72,2,4,1,1,3.0,1.23
4.84,26.53,3,1,1,0,2.0,-4.96
12.01,17.09,1,2,1,1,1.5,17.34
7.31,18.21,3,1,1,0,2.0,9.66
2.93,14.59,1,1,1,0,1.0,5.95
13.98,26.38,1,2,1,1,1.5,17.18
12.72,49.83,2,4,1,1,3.0,14.13
14.65,31.16,2,2,1,1,2.0,-6.57
13.43,32.64,3,1,1,1,2.0,-2.06
11.06,7.06,3,4,1,1,3.5,9.9
5.53,22.27,1,2,1,0,1.5,5.23
5.54,24.79,2,2,1,0,2.0,12.47
12.69,29.47,1,1,1,1,1.0,-4.94
3.45,35.3,3,4,1,0,3.5,8.78
12.27,45.94,3,4,1,1,3.5,6.46
4.95,17.52,2,1,1,0,1.5,5.26
11.6,25.13,1,4,1,1,2.5,-0.11
3.38,30.27,3,2,1,0,2.5,17.53
8.52,41.19,3,1,1,0,2.0,-7.55
6.6,5.27,2,4,1,0,3.0,4.11
11.5,41.03,3,2,1,1,2.5,-6.22
3.19,13.69,1,1,1,0,1.0,11.26
3.81,10.46,2,2,1,0,2.0,6.34
9.58,22.01,2,2,1,0,2.0,4.35
10.81,45.39,1,2,1,1,1.5,4.84
8.99,12.79,2,2,1,0,2.0,13.62
9.11,13.71,2,4,1,0,3.0,-1.54
3.71,38.9,3,4,1,0,3.5,15.19
9.81,34.44,2,4,1,0,3.0,-4.0
6.41,26.28,2,4,1,0,3.0,16.02
11.68,14.33,3,4,1,1,3.5,17.91
9.92,19.14,1,2,1,0,1.5,15.93
5.37,21.74,3,1,1,0,2.0,10.54
11.96,29.2,3,1,1,1,2.0,10.39
8.35,45.14,2,2,1,0,2.0,9.41
10.54,11.81,1,1,1,1,1.0,16.08
8.35,17.41,2,2,1,0,2.0,5.99
4.24,8.64,2,1,1,0,1.5,10.8
4.33,21.52,1,1,1,0,1.0,15.2
14.89,30.39,3,1,1,1,2.0,-8.46
3.36,40.08,1,4,1,0,2.5,4.17
8.35,45.87,3,1,1,0,2.0,14.64
10.68,30.31,2,2,1,1,2.0,-4.26
7.59,48.72,1,1,1,0,1.0,2.61
8.02,32.43,2,1,1,0,1.5,1.73
12.63,22.81,3,2,1,1,2.5,0.9
10.69,17.41,2,2,1,1,2.0,3.89
6.31,26.43,2,1,1,0,1.5,13.48
11.56,10.07,1,2,1,1,1.5,18.52
2.93,27.35,2,1,1,0,1.5,6.24
4.66,30.02,1,1,1,0,1.0,16.4
8.62,26.61,3,2,1,0,2.5,10.86
2.03,6.52,3,1,1,0,2.0,-5.73
9.95,43.48,2,2,1,0,2.0,-3.69
5.76,19.04,1,1,1,0,1.0,-2.57
8.89,19.44,3,2,1,0,2.5,12.29
14.34,23.14,1,2,1,1,1.5,-7.12
3.06,36.03,1,2,1,0,1.5,0.92
5.68,33.03,3,4,1,0,3.5,-1.04
11.07,18.39,1,2,1,1,1.5,-7.1
7.69,26.4,2,1,1,0,1.5,6.8
12.7,33.68,3,1,1,1,2.0,5.9
5.14,40.6,1,4,1,0,2.5,13.93
3.11,10.14,2,4,1,0,3.0,19.34
12.07,7.94,2,2,1,1,2.0,2.05
3.53,5.08,2,1,1,0,1.5,-1.85
10.83,5.27,2,1,1,1,1.5,8.84
8.9,28.51,2,1,1,0,1.5,-8.87
5.23,28.93,3,2,1,0,2.5,-9.67
12.4,7.85,2,1,1,1,1.5,15.64
13.84,25.5,2,4,1,1,3.0,6.96
14.4,41.92,2,4,1,1,3.0,16.18
8.06,12.8,3,1,1,0,2.0,5.1
7.66,25.13,3,1,1,0,2.0,17.65
2.53,27.36,3,2,1,0,2.5,-0.48
9.18,40.82,1,4,1,0,2.5,3.55
4.11,9.94,2,4,1,0,3.0,1.87
6.34,24.88,2,1,1,0,1.5,-5.01
12.85,22.64,3,4,1,1,3.5,6.75
3.39,49.52,1,1,1,0,1.0,19.4
12.72,40.49,1,4,1,1,2.5,-3.84
13.12,38.05,2,1,1,1,1.5,7.24
9.66,30.79,2,4,1,0,3.0,15.11
13.5,13.87,3,2,1,1,2.5,-3.21
3.16,13.69,3,2,1,0,2.5,19.82
7.17,25.99,2,1,1,0,1.5,13.13
6.79,21.56,3,1,1,0,2.0,16.07
2.87,5.14,1,1,1,0,1.0,13.0
2.26,23.43,3,2,1,0,2.5,19.63
5.01,5.52,2,1,1,0,1.5,0.82
4.75,7.45,3,4,1,0,3.5,9.81
13.84,17.98,1,2,1,1,1.5,8.89
4.2,8.03,3,2,1,0,2.5,18.46
13.67,46.73,3,2,1,1,2.5,16.3
3.06,35.45,3,2,1,0,2.5,7.69
11.06,13.36,3,1,1,1,2.0,1.57
2.24,25.47,2,4,1,0,3.0,10.44
12.52,38.07,2,2,1,1,2.0,-2.21
3.46,18.85,3,1,1,0,2.0,17.65
7.18,7.08,3,4,1,0,3.5,19.72
2.64,10.01,3,2,1,0,2.5,15.67
13.68,45.79,3,2,1,1,2.5,4.38
11.72,46.18,3,2,1,1,2.5,19.66
14.75,41.92,2,4,1,1,3.0,-7.09
6.89,16.86,1,1,1,0,1.0,-1.28
6.26,18.28,3,4,1,0,3.5,14.23
13.11,11.75,3,4,1,1,3.5,6.46
9.97,43.67,3,4,1,0,3.5,-7.52
2.16,49.99,3,2,1,0,2.5,2.51
13.57,46.34,3,2,1,1,2.5,-7.14
2.37,39.62,2,2,1,0,2.0,15.99
6.27,47.61,1,1,1,0,1.0,4.55
5.24,41.84,3,1,1,0,2.0,1.23
13.16,37.62,2,1,1,1,1.5,16.96
14.8,24.21,1,2,1,1,1.5,-9.37
11.92,9.07,1,2,1,1,1.5,4.85
5.11,41.76,3,1,1,0,2.0,-7.47
10.83,34.21,2,2,1,1,2.0,10.97
11.13,45.11,1,2,1,1,1.5,17.48
2.4,32.54,3,2,1,0,2.5,-8.72
12.46,8.37,2,2,1,1,2.0,12.9
2.36,42.13,2,1,1,0,1.5,14.96
12.58,35.04,2,2,1,1,2.0,5.97
10.97,9.05,1,1,1,1,1.0,-7.58
7.51,17.45,3,1,1,0,2.0,8.06
4.59,15.85,2,1,1,0,1.5,11.23
8.1,26.51,2,1,1,0,1.5,10.83
14.33,14.31,3,4,1,1,3.5,-6.46
2.05,40.48,1,1,1,0,1.0,12.65
10.49,14.35,3,1,1,1,2.0,16.79
6.59,49.34,2,1,1,0,1.5,1.38
6.05,31.15,1,1,1,0,1.0,9.65
4.54,25.89,1,2,1,0,1.5,-5.51
9.93,14.43,3,2,1,0,2.5,-8.06
11.12,28.13,2,1,1,1,1.5,0.03
4.23,42.02,2,2,1,0,2.0,17.51
4.97,19.84,3,2,1,0,2.5,-0.79
11.61,40.53,1,2,1,1,1.5,5.75
14.22,45.26,3,4,1,1,3.5,10.18
8.63,14.32,2,4,1,0,3.0,8.22
9.75,42.71,2,4,1,0,3.0,1.94
5.31,17.16,3,4,1,0,3.5,10.45
4.3,17.25,1,4,1,0,2.5,16.52
7.25,20.64,1,2,1,0,1.5,11.63
10.54,10.02,1,2,1,1,1.5,-0.7
14.87,38.2,1,2,1,1,1.5,7.01
14.62,26.77,1,4,1,1,2.5,-7.22
8.46,47.15,2,1,1,0,1.5,4.21
13.96,11.5,2,4,1,1,3.0,6.74
9.16,6.95,3,4,1,0,3.5,-9.42
12.64,28.67,1,2,1,1,1.5,-9.8
3.27,11.16,3,4,1,0,3.5,-4.3
14.77,25.89,3,4,1,1,3.5,16.87
3.31,47.05,2,2,1,0,2.0,-9.68
2.82,44.22,2,1,1,0,1.5,-0.09
6.61,45.25,3,1,1,0,2.0,1.87
5.74,12.84,1,1,1,0,1.0,11.21
3.71,11.28,3,1,1,0,2.0,-5.75
11.19,40.71,1,2,1,1,1.5,-6.18
7.98,20.27,1,2,1,0,1.5,15.24
4.25,42.67,2,2,1,0,2.0,4.38
7.03,36.39,1,1,1,0,1.0,-7.69
13.99,29.64,2,4,1,1,3.0,-5.72
7.88,48.84,2,2,1,0,2.0,-4.56
8.89,25.97,1,1,1,0,1.0,-1.63
6.82,45.14,2,1,1,0,1.5,-3.96
10.4,27.59,3,1,1,1,2.0,13.38
14.56,16.2,2,4,1,1,3.0,-5.63
8.16,11.23,1,2,1,0,1.5,-2.79
13.68,17.94,1,1,1,1,1.0,-9.29
5.4,28.14,1,1,1,0,1.0,-7.29
5.33,36.76,1,4,1,0,2.5,-2.61
3.96,22.54,1,2,1,0,1.5,19.15
7.12,43.72,1,2,1,0,1.5,-6.26
10.04,24.7,3,1,1,1,2.0,-2.32
12.02,21.79,2,1,1,1,1.5,-6.29
8.61,33.66,3,1,1,0,2.0,19.44
8.77,37.13,2,4,1,0,3.0,1.82
12.83,44.65,2,2,1,1,2.0,10.54
11.99,29.6,1,2,1,1,1.5,-6.1
12.97,25.66,2,1,1,1,1.5,14.28
11.07,11.77,2,4,1,1,3.0,-2.6
6.13,27.7,1,1,1,0,1.0,2.52
8.5,37.78,2,1,1,0,1.5,6.59
10.21,46.86,3,1,1,1,2.0,10.71
9.03,6.88,2,1,1,0,1.5,-1.89
3.69,13.68,1,2,1,0,1.5,11.31
5.53,17.64,1,1,1,0,1.0,-5.57
14.22,32.32,1,2,1,1,1.5,5.11
14.72,28.5,1,1,1,1,1.0,16.63
14.92,24.42,2,2,1,1,2.0,11.63
8.99,14.86,2,4,1,0,3.0,-4.07
6.79,19.3,1,4,1,0,2.5,-1.5
8.42,38.93,1,1,1,0,1.0,7.08
2.96,16.18,1,2,1,0,1.5,16.17
2.64,32.61,2,1,1,0,1.5,4.72
2.09,35.29,2,2,1,0,2.0,19.91
2.79,41.23,2,2,1,0,2.0,-2.38
9.87,12.41,2,2,1,0,2.0,-0.41
4.32,25.26,3,1,1,0,2.0,16.16
8.71,30.83,2,2,1,0,2.0,13.61
11.93,47.14,1,2,1,1,1.5,-3.6
2.27,19.02,2,2,1,0,2.0,12.67
8.66,34.59,3,4,1,0,3.5,11.14
3.53,40.86,1,1,1,0,1.0,-4.17
9.42,29.81,3,1,1,0,2.0,17.15
7.94,12.34,2,4,1,0,3.0,12.32
4.11,21.45,1,1,1,0,1.0,-9.3
6.2,39.65,3,1,1,0,2.0,2.3
7.41,44.75,2,2,1,0,2.0,10.28
11.88,32.91,3,1,1,1,2.0,7.37
7.33,14.99,2,4,1,0,3.0,19.17
2.01,39.82,3,2,1,0,2.5,-4.79
3.54,41.89,2,4,1,0,3.0,-0.05
5.83,40.01,1,2,1,0,1.5,8.1
11.86,33.28,3,1,1,1,2.0,6.23
10.81,29.35,1,2,1,1,1.5,17.26
2.67,26.4,1,4,1,0,2.5,9.24
2.13,17.45,3,2,1,0,2.5,-6.01
12.91,20.48,1,1,1,1,1.0,6.18
12.95,30.29,2,4,1,1,3.0,18.5
3.54,6.73,3,1,1,0,2.0,9.71
5.38,23.0,3,1,1,0,2.0,18.04
10.38,28.01,3,4,1,1,3.5,6.68
4.39,13.58,2,1,1,0,1.5,19.58
8.25,43.72,2,2,1,0,2.0,13.63
8.25,35.74,3,1,1,0,2.0,-0.42
11.06,27.22,2,4,1,1,3.0,6.97
4.5,29.69,2,1,1,0,1.5,18.12
9.05,41.59,2,4,1,0,3.0,-2.66
5.81,14.23,1,1,1,0,1.0,-8.64
5.18,43.58,3,1,1,0,2.0,-1.7
9.45,32.81,1,4,1,0,2.5,-6.82
6.41,49.61,1,4,1,0,2.5,-9.6
3.73,43.98,1,4,1,0,2.5,2.76
3.44,32.1,3,1,1,0,2.0,7.67
12.12,42.03,1,1,1,1,1.0,-3.0
11.92,47.95,3,1,1,1,2.0,-6.34
9.02,37.25,1,1,1,0,1.0,5.79
10.15,42.91,1,2,1,1,1.5,-7.5
2.6,34.51,3,4,1,0,3.5,4.39
14.7,25.44,1,2,1,1,1.5,19.54
9.65,21.3,3,4,1,0,3.5,3.06
3.53,30.47,2,1,1,0,1.5,7.48
11.53,26.07,3,1,1,1,2.0,2.21
11.91,46.05,2,2,1,1,2.0,7.65
6.83,18.82,1,1,1,0,1.0,19.84
11.6,6.13,3,4,1,1,3.5,-8.92
10.08,27.11,3,2,1,1,2.5,9.74
9.24,16.13,2,2,1,0,2.0,14.54
4.96,36.65,1,2,1,0,1.5,-7.09
10.47,19.75,1,1,1,1,1.0,19.68
2.5,30.77,2,1,1,0,1.5,8.41
4.01,29.74,3,1,1,0,2.0,15.28
5.23,13.81,2,2,1,0,2.0,16.56
14.47,16.55,3,1,1,1,2.0,4.52
6.98,43.69,1,4,1,0,2.5,-1.34
6.75,47.25,1,1,1,0,1.0,-9.87
5.47,38.89,1,2,1,0,1.5,3.28
13.35,16.01,3,4,1,1,3.5,13.92
11.95,45.71,1,4,1,1,2.5,8.98
13.4,8.26,1,2,1,1,1.5,13.71
7.73,29.41,3,1,1,0,2.0,3.4
12.12,26.4,1,2,1,1,1.5,3.16
10.13,26.16,3,4,1,1,3.5,-6.55
14.64,10.27,2,2,1,1,2.0,6.63
6.96,38.78,1,1,1,0,1.0,16.96
11.83,30.2,1,1,1,1,1.0,3.14
